target_id	length	eff_length	est_counts	tpm
NM_001323246.1	774	577.755	0	0
NM_001323247.1	774	577.755	15.6706	0.766763
NM_001323248.1	2028	1830.63	74304.2	1147.45
NM_001323250.1	1127	929.629	16	0.486552
XM_015809912.1	1079	881.629	0	0
XM_015809913.1	969	771.694	0	0
XM_015809914.1	2121	1923.63	1	0.0146959
XM_015809915.1	1197	999.629	0	0
XM_015809916.1	4227	4029.63	0	0
XM_015809917.1	4689	4491.63	2	0.0125877
XM_015809918.1	5295	5097.63	0	0
XM_015809919.1	1537	1339.63	2	0.042205
XM_015809920.2	632	437.66	0	0
XM_015809923.1	3357	3159.63	6	0.0536827
XM_015809924.1	1491	1293.63	0	0
XM_015809925.1	653	458.262	0	0
XM_015809926.1	1487	1289.63	10170.1	222.936
XM_015809927.1	1104	906.629	0	0
XM_015809929.1	750	554.039	0	0
XM_015809931.1	1020	822.629	0	0
XM_015809932.1	1670	1472.63	3729	71.5843
XM_015809933.1	5436	5238.63	0	0
XM_015809934.1	2281	2083.63	13503	183.201
XM_015809935.1	1696	1498.63	2	0.0377272
XM_015809936.1	4062	3864.63	0	0
XM_015809937.1	1380	1182.63	0	0
XM_015809938.1	2671	2473.63	70	0.799986
XM_015809940.1	1860	1662.63	0	0
XM_015809941.1	3282	3084.63	0	0
XM_015809942.1	1806	1608.63	1	0.0175737
XM_015809944.1	1194	996.629	0	0
XM_015809945.1	5872	5674.63	3	0.0149452
XM_015809947.1	789	592.608	0	0
XM_015809948.1	1179	981.629	0	0
XM_015809949.1	1516	1318.63	5	0.107193
XM_015809950.1	1684	1486.63	4	0.0760635
XM_015809951.1	1405	1207.63	15202.9	355.888
XM_015809952.1	1426	1228.63	1.27091e-06	2.92424e-08
XM_015809953.1	510	319.541	4059.03	359.099
XM_015809954.1	510	319.541	4059.03	359.099
XM_015809955.2	3421	3223.63	0	0
XM_015809956.1	2492	2294.63	5.99223e-06	7.38236e-08
XM_015809957.1	2492	2294.63	5.99223e-06	7.38236e-08
XM_015809958.1	2470	2272.63	2.56546	0.0319121
XM_015809959.1	2473	2275.63	0.434531	0.00539806
XM_015809961.1	3284	3086.63	1	0.00915871
XM_015809962.2	1751	1553.63	12121	220.552
XM_015809963.1	2080	1882.63	1	0.015016
XM_015809964.1	2158	1960.63	4	0.0576744
XM_015809965.1	1361	1163.63	9	0.218649
XM_015809966.1	1039	841.629	15644	525.468
XM_015809967.2	1352	1154.63	0	0
XM_015809968.1	977	779.681	0	0
XM_015809969.1	1942	1744.63	3378	54.7363
XM_015809970.1	1931	1733.63	2.0113e-05	3.27975e-07
XM_015809971.1	978	780.681	0	0
XM_015809973.1	2809	2611.63	1	0.0108245
XM_015809975.1	3269	3071.63	26642	245.198
XM_015809976.1	1926	1728.63	1	0.0163537
XM_015809977.1	3595	3397.63	0	0
XM_015809978.2	1116	918.629	5709	175.687
XM_015809979.1	489	299.691	0	0
XM_015809980.1	2509	2311.63	1	0.0122293
XM_015809983.1	1673	1475.63	4644	88.968
XM_015809985.1	2272	2074.63	0	0
XM_015809986.2	1353	1155.63	0	0
XM_015809987.1	1191	993.629	25.4777	0.72486
XM_015809988.1	1323	1125.63	687	17.2536
XM_015809989.1	1659	1461.63	1	0.0193411
XM_015809991.1	1067	869.629	2	0.0650152
XM_015809993.1	1272	1074.63	1	0.0263063
XM_015809994.1	2811	2613.63	610	6.59789
XM_015809995.1	1176	978.629	267	7.7128
XM_015809996.1	2550	2352.63	0	0
XM_015809997.1	884	687.032	0	0
XM_015809998.1	1036	838.629	1	0.0337093
XM_015810001.1	1882	1684.63	1194	20.0364
XM_015810003.1	3585	3387.63	0	0
XM_015810004.1	1962	1764.63	5491	87.9664
XM_015810005.1	2263	2065.63	0	0
XM_015810006.1	986	788.655	9305	333.54
XM_015810007.1	1268	1070.63	7890.37	208.342
XM_015810008.1	1273	1075.63	4.63079	0.121706
XM_015810009.1	969	771.694	2	0.0732662
XM_015810010.1	2860	2662.63	9478	100.629
XM_015810011.1	1760	1562.63	1	0.018091
XM_015810012.1	1955	1757.63	0	0
XM_015810013.1	1865	1667.63	1	0.0169519
XM_015810015.1	4140	3942.63	0	0
XM_015810016.1	1222	1024.63	277	7.64244
XM_015810017.1	1215	1017.63	0	0
XM_015810018.1	2074	1876.63	185	2.78684
XM_015810020.1	2743	2545.63	0	0
XM_015810021.1	4074	3876.63	47.8596	0.349007
XM_015810022.1	2647	2449.63	1	0.0115403
XM_015810023.1	1252	1054.63	1	0.0268052
XM_015810024.1	1664	1466.63	3	0.0578256
XM_015810025.1	1118	920.629	2	0.0614136
XM_015810026.1	1150	952.629	0	0
XM_015810027.2	797	600.548	0	0
XM_015810028.1	4030	3832.63	4142	30.5515
XM_015810029.1	3993	3795.63	1990.14	14.8224
XM_015810030.1	586	392.916	7536	542.201
XM_015810031.1	2303	2105.63	0	0
XM_015810032.1	2281	2083.63	0	0
XM_015810033.1	2222	2024.63	224180	3130.18
XM_015810034.1	1043	845.629	35958	1202.08
XM_015810035.1	4066	3868.63	4	0.0292295
XM_015810036.1	1615	1417.63	0	0
XM_015810037.1	2487	2289.63	0	0
XM_015810038.1	1562	1364.63	2	0.0414318
XM_015810039.1	1256	1058.63	0	0
XM_015810040.1	2997	2799.63	5	0.050488
XM_015810041.1	407	223.879	3	0.378815
XM_015810044.2	1531	1333.63	811	17.1911
XM_015810045.1	2439	2241.63	0	0
XM_015810046.1	4448	4250.63	1	0.00665067
XM_015810047.1	2108	1910.63	3	0.0443878
XM_015810048.1	453	266.076	45492	4833.35
XM_015810049.1	733	537.175	6859	360.964
XM_015810050.1	1398	1200.63	0	0
XM_015810051.1	1147	949.629	0	0
XM_015810052.2	912	714.88	1	0.0395445
XM_015810053.1	1563	1365.63	8839	182.974
XM_015810055.1	1665	1467.63	13194	254.144
XM_015810056.1	1155	957.629	37	1.09225
XM_015810057.1	1773	1575.63	1	0.0179418
XM_015810058.1	691	495.726	289	16.4807
XM_015810059.1	1097	899.629	0	0
XM_015810060.1	1074	876.629	17869.5	576.257
XM_015810061.1	1004	806.629	6	0.210279
XM_015810062.1	2127	1929.63	0	0
XM_015810063.1	1149	951.629	0	0
XM_015810064.1	2477	2279.63	3	0.0372028
XM_015810065.1	2722	2524.63	0	0
XM_015810066.2	519	328.093	0	0
XM_015810067.2	1088	890.629	0	0
XM_015810068.1	1805	1607.63	1	0.0175846
XM_015810069.1	609	415.237	0	0
XM_015810070.1	687	491.776	0	0
XM_015810071.1	1400	1202.63	0	0
XM_015810072.2	1422	1224.63	0	0
XM_015810073.1	898	700.95	0	0
XM_015810074.1	1462	1264.63	3	0.0670621
XM_015810075.1	1155	957.629	0	0
XM_015810076.1	1115	917.629	10732	330.623
XM_015810077.2	867	670.099	0	0
XM_015810078.1	933	735.795	0	0
XM_015810079.1	927	729.832	0	0
XM_015810080.1	939	741.783	0	0
XM_015810081.1	933	735.795	0	0
XM_015810082.1	972	774.681	0	0
XM_015810083.1	984	786.655	0	0
XM_015810084.1	954	756.745	0	0
XM_015810085.1	4301	4103.63	1	0.00688891
XM_015810086.1	936	738.795	0	0
XM_015810087.1	954	756.745	0	0
XM_015810088.1	960	762.745	0	0
XM_015810089.2	951	753.77	0	0
XM_015810090.2	966	768.707	0	0
XM_015810092.1	936	738.795	0	0
XM_015810093.1	933	735.795	0	0
XM_015810094.1	4119	3921.63	6181.5	44.5601
XM_015810098.1	951	753.77	0	0
XM_015810099.1	954	756.745	0	0
XM_015810100.2	1011	813.629	0	0
XM_015810101.1	975	777.681	0	0
XM_015810102.1	4119	3921.63	6181.5	44.5601
XM_015810103.2	1164	966.629	0	0
XM_015810104.1	1836	1638.63	0	0
XM_015810105.1	1836	1638.63	0	0
XM_015810106.1	753	557.02	0	0
XM_015810107.1	957	759.745	0	0
XM_015810108.1	1266	1068.63	0	0
XM_015810109.1	1041	843.629	0	0
XM_015810110.1	1167	969.629	0	0
XM_015810111.2	972	774.681	0	0
XM_015810112.1	975	777.681	0	0
XM_015810114.1	1062	864.629	0	0
XM_015810115.1	972	774.681	0	0
XM_015810116.1	945	747.783	0	0
XM_015810117.1	939	741.783	0	0
XM_015810118.1	945	747.783	0	0
XM_015810119.1	984	786.655	0	0
XM_015810120.1	990	792.642	0	0
XM_015810122.1	984	786.655	0	0
XM_015810123.1	966	768.707	0	0
XM_015810124.1	3539	3341.63	3	0.0253794
XM_015810125.1	942	744.783	0	0
XM_015810126.1	978	780.681	0	0
XM_015810127.2	954	756.745	0	0
XM_015810128.1	978	780.681	0	0
XM_015810129.1	951	753.77	0	0
XM_015810130.1	948	750.77	0	0
XM_015810131.1	951	753.77	0	0
