target_id	length	eff_length	est_counts	tpm
NM_001323246.1	774	718.017	0	0
NM_001323247.1	774	718.017	0	0
NM_001323248.1	2028	1971.94	120.131	46.1021
NM_001323250.1	1127	1070.94	10	7.06629
XM_015809912.1	1079	1022.94	0	0
XM_015809913.1	969	912.944	0	0
XM_015809914.1	2121	2064.94	0	0
XM_015809915.1	1197	1140.94	0	0
XM_015809916.1	4227	4170.94	0	0
XM_015809917.1	4689	4632.94	0	0
XM_015809918.1	5295	5238.94	0	0
XM_015809919.1	1537	1480.94	0	0
XM_015809920.2	632	576.121	0	0
XM_015809923.1	3357	3300.94	1	0.229256
XM_015809924.1	1491	1434.94	0	0
XM_015809925.1	653	597.121	1	1.26735
XM_015809926.1	1487	1430.94	33	17.4522
XM_015809927.1	1104	1047.94	0	0
XM_015809929.1	750	694.017	0	0
XM_015809931.1	1020	963.944	0	0
XM_015809932.1	1670	1613.94	1	0.468889
XM_015809933.1	5436	5379.94	0	0
XM_015809934.1	2281	2224.94	16	5.44201
XM_015809935.1	1696	1639.94	1	0.461455
XM_015809936.1	4062	4005.94	0	0
XM_015809937.1	1380	1323.94	1	0.571595
XM_015809938.1	2671	2614.94	9	2.60458
XM_015809940.1	1860	1803.94	0	0
XM_015809941.1	3282	3225.94	0	0
XM_015809942.1	1806	1749.94	0	0
XM_015809944.1	1194	1137.94	0	0
XM_015809945.1	5872	5815.94	2	0.260236
XM_015809947.1	789	733.017	0	0
XM_015809948.1	1179	1122.94	0	0
XM_015809949.1	1516	1459.94	1	0.518349
XM_015809950.1	1684	1627.94	4	1.85943
XM_015809951.1	1405	1348.94	15.9996	8.97581
XM_015809952.1	1426	1369.94	0.000399768	0.000220833
XM_015809953.1	510	454.432	4.5	7.4938
XM_015809954.1	510	454.432	4.5	7.4938
XM_015809955.2	3421	3364.94	2	0.449791
XM_015809956.1	2492	2435.94	0.00554182	0.00172164
XM_015809957.1	2492	2435.94	0.00554182	0.00172164
XM_015809958.1	2470	2413.94	2.79619	0.876593
XM_015809959.1	2473	2416.94	1.19273	0.37345
XM_015809961.1	3284	3227.94	1	0.23444
XM_015809962.2	1751	1694.94	5	2.2324
XM_015809963.1	2080	2023.94	0	0
XM_015809964.1	2158	2101.94	2	0.720057
XM_015809965.1	1361	1304.94	0	0
XM_015809966.1	1039	982.944	5	3.84946
XM_015809967.2	1352	1295.94	0	0
XM_015809968.1	977	920.944	0	0
XM_015809969.1	1942	1885.94	0.0887995	0.035632
XM_015809970.1	1931	1874.94	4.9112	1.98225
XM_015809971.1	978	921.944	0	0
XM_015809973.1	2809	2752.94	1	0.274891
XM_015809975.1	3269	3212.94	13	3.06195
XM_015809976.1	1926	1869.94	1	0.404697
XM_015809977.1	3595	3538.94	0	0
XM_015809978.2	1116	1059.94	16	11.4234
XM_015809979.1	489	433.507	0	0
XM_015809980.1	2509	2452.94	0	0
XM_015809983.1	1673	1616.94	1	0.468019
XM_015809985.1	2272	2215.94	0	0
XM_015809986.2	1353	1296.94	2.13138e-07	1.24365e-07
XM_015809987.1	1191	1134.94	6	4.00069
XM_015809988.1	1323	1266.94	2	1.19462
XM_015809989.1	1659	1602.94	0	0
XM_015809991.1	1067	1010.94	0	0
XM_015809993.1	1272	1215.94	2	1.24473
XM_015809994.1	2811	2754.94	2	0.549383
XM_015809995.1	1176	1119.94	7	4.72999
XM_015809996.1	2550	2493.94	0	0
XM_015809997.1	884	828.017	0	0
XM_015809998.1	1036	979.944	0	0
XM_015810001.1	1882	1825.94	1	0.414449
XM_015810003.1	3585	3528.94	0	0
XM_015810004.1	1962	1905.94	6	2.38232
XM_015810005.1	2263	2206.94	0	0
