target_id	length	eff_length	est_counts	tpm
comp25388_c0_seq1	427	248.981	95	5.81291
comp25841_c0_seq1	284	123.243	138	17.0589
comp24711_c0_seq1	299	135.533	0	0
comp25566_c0_seq1	201	63.2268	35	8.4334
comp25515_c0_seq1	253	99.035	210	32.3047
comp25594_c0_seq1	322	154.593	0	0
comp25876_c0_seq1	207	67.153	32	7.25973
comp24479_c0_seq1	285	124.056	0	0
comp25596_c0_seq1	266	108.936	0	0
comp25879_c0_seq1	264	107.344	0	0
comp25203_c0_seq1	277	117.601	51	6.60688
comp25632_c0_seq1	954	767.444	378	7.50379
comp24013_c0_seq1	390	214.827	162	11.4885
comp24570_c0_seq1	438	259.332	323	18.9751
comp25433_c0_seq1	393	217.509	0	0
comp25051_c0_seq1	214	71.6663	15	3.18869
comp24053_c0_seq1	285	124.056	23	2.82454
comp24249_c0_seq1	357	185.124	0	0
comp25040_c0_seq1	643	457.76	0	0
comp24077_c0_seq1	281	120.758	69	8.70498
comp25653_c0_seq1	249	96.0731	702	111.319
comp25952_c0_seq1	208	67.7674	8	1.79848
comp24574_c0_seq1	502	320.12	433	20.6068
comp25956_c0_seq1	427	248.981	1	0.0611885
comp25770_c0_seq1	462	281.897	0	0
comp24080_c0_seq1	276	116.786	14	1.8263
comp24238_c0_seq1	750	563.931	402	10.8602
comp25790_c0_seq1	238	88.1534	0	0
comp24645_c0_seq1	203	64.5015	0	0
comp25471_c0_seq1	323	155.453	0	0
comp25096_c0_seq1	291	128.938	0	0
comp24310_c0_seq1	452	272.472	12	0.670958
comp25004_c0_seq1	403	226.73	986	66.2528
comp24517_c0_seq1	272	113.652	173	23.1903
comp25629_c0_seq1	277	117.601	1	0.129547
comp25185_c0_seq1	213	70.9588	79	16.9612
comp24264_c0_seq1	276	116.786	0	0
comp25957_c0_seq1	234	85.3164	52	9.28553
comp25479_c0_seq1	351	179.759	0	0
comp25285_c0_seq1	345	174.434	0	0
comp24394_c0_seq1	231	83.2297	19	3.47785
comp24862_c0_seq1	245	93.1854	5	0.817444
comp24106_c0_seq1	293	130.583	0	0
comp24152_c0_seq1	201	63.2268	0	0
comp25262_c0_seq1	497	315.299	411	19.8589
comp24576_c0_seq1	452	272.472	90	5.03219
comp24447_c0_seq1	244	92.4534	659	108.592
comp24438_c0_seq1	344	173.552	233	20.4532
comp25363_c0_seq1	276	116.786	51	6.65296
comp25711_c0_seq1	246	93.9046	7	1.13566
comp24104_c0_seq1	223	77.7026	40	7.8426
comp25247_c0_seq1	227	80.4698	234	44.3015
