target_id	length	eff_length	est_counts	tpm
comp25388_c0_seq1	427	249.099	471	24.2327
comp25841_c0_seq1	284	121.705	102	10.741
comp24711_c0_seq1	299	134.039	8	0.764915
comp25566_c0_seq1	201	61.488	20	4.16863
comp25515_c0_seq1	253	97.5059	391	51.3924
comp25594_c0_seq1	322	153.683	0	0
comp25876_c0_seq1	207	65.2973	118	23.1601
comp24479_c0_seq1	285	122.512	0	0
comp25596_c0_seq1	266	107.432	0	0
comp25879_c0_seq1	264	105.814	3	0.363354
comp25203_c0_seq1	277	116.109	28	3.09061
comp25632_c0_seq1	954	769.738	325	5.4112
comp24013_c0_seq1	390	214.331	111	6.63729
comp24570_c0_seq1	438	259.481	484	23.9053
comp25433_c0_seq1	393	217.154	31	1.82956
comp25051_c0_seq1	214	69.7824	683	125.438
comp24053_c0_seq1	285	122.512	60	6.27662
comp24249_c0_seq1	357	184.478	4	0.277888
comp25040_c0_seq1	643	459.644	217	6.05051
comp24077_c0_seq1	281	119.369	150	16.1048
comp25653_c0_seq1	249	94.5051	664	90.0463
comp25952_c0_seq1	208	65.9351	65	12.6343
comp24574_c0_seq1	502	321.033	855	34.1326
comp25956_c0_seq1	427	249.099	1	0.0514495
comp25770_c0_seq1	462	282.438	0	0
comp24080_c0_seq1	276	115.303	57	6.33559
comp24238_c0_seq1	750	566.129	188	4.25594
comp25790_c0_seq1	238	86.3595	1	0.148403
comp24645_c0_seq1	203	62.7295	0	0
comp25471_c0_seq1	323	154.527	0	0
comp25096_c0_seq1	291	127.374	11	1.10679
comp24310_c0_seq1	452	272.813	19	0.892568
comp25004_c0_seq1	403	226.37	1245	70.4861
comp24517_c0_seq1	272	112.127	164	18.7451
comp25629_c0_seq1	277	116.109	10	1.10379
comp25185_c0_seq1	213	69.1666	18	3.33525
comp24264_c0_seq1	276	115.303	2	0.222301
comp25957_c0_seq1	234	83.4714	55	8.44458
comp25479_c0_seq1	351	179.149	0	0
comp25285_c0_seq1	345	173.9	0	0
comp24394_c0_seq1	231	81.3931	50	7.87291
comp24862_c0_seq1	245	91.5309	20	2.80037
comp24106_c0_seq1	293	129.02	2	0.198667
comp24152_c0_seq1	201	61.488	0	0
comp25262_c0_seq1	497	316.215	679	27.5195
comp24576_c0_seq1	452	272.813	67	3.14748
comp24447_c0_seq1	244	90.7856	505	71.2898
comp24438_c0_seq1	344	173.021	366	27.1103
comp25363_c0_seq1	276	115.303	68	7.55824
comp25711_c0_seq1	246	92.2563	0	0
comp24104_c0_seq1	223	75.7256	36	6.09275
comp25247_c0_seq1	227	78.5593	447	72.9227
comp24515_c0_seq1	326	157.125	71	5.79118
comp25823_c0_seq1	412	234.809	171	9.33327
comp24650_c0_seq1	204	63.3465	3	0.606949
comp24473_c0_seq1	280	118.549	29	3.13512
comp25733_c0_seq1	280	118.549	169	18.2702
comp24421_c0_seq1	248	93.8088	20	2.73237
comp24637_c0_seq1	233	82.7813	32	4.95417
comp24393_c0_seq1	276	115.303	14	1.55611
comp24119_c0_seq1	285	122.512	50	5.23052
comp24977_c0_seq1	383	207.896	13	0.801401
comp24195_c0_seq1	301	135.712	13	1.22766
comp25227_c0_seq1	350	178.286	68	4.88814
comp25559_c0_seq1	265	106.638	45	5.4082
comp24682_c0_seq1	226	77.8821	54	8.88606
comp24523_c0_seq1	277	116.109	16	1.76607
comp25381_c0_seq1	255	99.009	1	0.129443
comp24323_c0_seq1	318	150.266	0	0
comp25751_c0_seq1	318	150.266	18	1.5352
comp25575_c0_seq1	448	269.015	257	12.2436
comp25201_c0_seq1	216	71.0654	26	4.68887
comp25358_c0_seq1	639	455.69	17	0.478116
comp24872_c0_seq1	248	93.8088	14	1.91266
comp25279_c0_seq1	273	112.905	0	0
comp25968_c0_seq1	329	159.81	25	2.00488
comp24181_c0_seq1	388	212.532	117	7.05528
comp25077_c0_seq1	417	239.564	11	0.588471
comp25170_c0_seq1	211	67.8728	47	8.87474
comp25297_c0_seq1	304	138.307	8	0.741311
comp24769_c0_seq1	257	100.574	193	24.5939
comp24894_c0_seq1	353	180.961	148	10.4817
comp25974_c0_seq1	840	655.897	34.1163	0.666622
comp25974_c0_seq2	705	521.32	4.88368	0.12006
comp25184_c0_seq1	228	79.2553	27	4.36605
comp25683_c0_seq1	297	132.357	15	1.45244
comp25617_c0_seq1	378	203.355	49	3.08812
comp24887_c0_seq1	510	328.826	32	1.2472
comp25519_c0_seq1	245	91.5309	11	1.5402
comp24067_c0_seq1	258	101.305	0	0
comp24696_c0_seq1	481	300.696	16	0.681939
comp24211_c0_seq1	210	67.2289	1	0.190633
comp25549_c0_seq1	474	293.921	289	12.6015
comp24015_c0_seq1	223	75.7256	0	0
comp24007_c0_seq1	234	83.4714	0	0
comp24191_c0_seq1	362	188.969	12	0.813851
comp25508_c0_seq1	326	157.125	191	15.5791
comp25789_c0_seq1	248	93.8088	12	1.63942
comp24439_c0_seq1	281	119.369	22	2.36203
comp24306_c0_seq1	268	108.988	9	1.05832
comp24467_c0_seq1	349	177.392	74	5.34627
comp24967_c0_seq1	343	172.106	16	1.19145
comp24865_c0_seq1	368	194.322	37	2.44025
comp25463_c0_seq1	367	193.406	0	0
comp24103_c0_seq1	426	248.137	0	0
comp25265_c0_seq1	231	81.3931	0	0
comp24229_c0_seq1	262	104.324	22	2.70266
comp25037_c0_seq1	514	332.704	93	3.58243
comp24659_c0_seq1	243	90.0684	79	11.2411
comp25081_c0_seq1	235	84.2071	20	3.04393
comp25286_c0_seq1	360	187.168	0	0
comp24248_c0_seq1	472	291.96	36	1.58027
comp24676_c0_seq1	526	344.381	101	3.75868
comp25434_c0_seq1	249	94.5051	113	15.3241
comp24377_c0_seq1	399	222.73	209	12.026
comp24690_c0_seq1	206	64.6935	19	3.76397
comp25758_c0_seq1	213	69.1666	106	19.6409
comp25942_c0_seq1	258	101.305	11	1.39161
comp25976_c0_seq1	394	218.087	60	3.52593
comp24296_c0_seq1	307	140.872	63	5.7315
comp25169_c0_seq1	305	139.146	9	0.828945
comp25344_c0_seq1	381	206.06	101	6.28176
comp24465_c0_seq1	306	139.989	8	0.732401
comp25205_c0_seq1	300	134.897	19	1.80512
comp24686_c0_seq1	277	116.109	677	74.7267
comp25817_c0_seq1	228	79.2553	1	0.161706
comp24212_c0_seq1	326	157.125	0	0
comp24838_c0_seq1	226	77.8821	71	11.6835
comp24428_c0_seq1	245	91.5309	25	3.50046
comp24900_c0_seq1	352	180.058	16	1.13883
comp24721_c0_seq1	210	67.2289	26	4.95645
comp24000_c0_seq1	211	67.8728	0	0
comp25934_c0_seq1	339	168.573	76	5.77803
comp25520_c0_seq1	274	113.688	1966	221.626
comp24622_c0_seq1	337	166.871	133	10.2147
comp25865_c0_seq1	361	188.08	2	0.136283
comp25000_c0_seq1	314	146.841	81	7.06954
comp24118_c0_seq1	281	119.369	9	0.966287
comp24497_c0_seq1	245	91.5309	20	2.80037
comp25383_c0_seq1	232	82.0707	167	26.0784
comp24774_c0_seq1	249	94.5051	6	0.813672
comp25605_c0_seq1	238	86.3595	0	0
comp24315_c0_seq1	244	90.7856	0	0
comp25360_c0_seq1	516	334.62	1055	40.4067
comp25719_c0_seq1	360	187.168	229	15.6804
comp25086_c0_seq1	221	74.3591	39	6.72177
comp25855_c0_seq1	236	84.9467	154	23.2342
comp24670_c0_seq1	233	82.7813	71	10.9921
comp25565_c0_seq1	261	103.564	20	2.475
comp25599_c0_seq1	380	205.137	104	6.49743
comp25659_c0_seq1	462	282.438	1336	60.6229
comp24946_c0_seq1	366	192.532	23	1.53101
comp24528_c0_seq1	247	93.051	8	1.10185
comp25120_c0_seq1	307	140.872	242	22.0162
comp25502_c0_seq1	391	215.254	0	0
comp24732_c0_seq1	391	215.254	0	0
comp25702_c0_seq1	261	103.564	12	1.485
comp25452_c0_seq1	216	71.0654	95	17.1324
comp24372_c0_seq1	271	111.331	14	1.61163
comp24201_c0_seq1	261	103.564	2	0.2475
comp24190_c0_seq1	236	84.9467	13	1.96133
comp24360_c0_seq1	221	74.3591	17	2.93
comp25846_c0_seq1	219	73.0663	109	19.1189
comp25688_c0_seq1	261	103.564	0	0
comp24660_c0_seq1	215	70.3984	182	33.1331
comp24982_c0_seq1	208	65.9351	202	39.2634
comp25830_c0_seq1	262	104.324	28	3.43975
comp25472_c0_seq1	389	213.423	85	5.10424
comp25435_c0_seq1	288	124.916	0	0
comp25272_c0_seq1	449	269.965	6	0.284838
comp24571_c0_seq1	275	114.501	4	0.447719
comp24909_c0_seq1	269	109.765	38	4.43685
comp25779_c0_seq1	321	152.817	5	0.419326
comp24792_c0_seq1	236	84.9467	3	0.452614
comp24807_c0_seq1	351	179.149	337	24.1084
comp25283_c0_seq1	300	134.897	61	5.79538
comp24932_c0_seq1	216	71.0654	2	0.360683
comp24651_c0_seq1	492	311.341	4	0.164656
comp25753_c0_seq1	256	99.7978	144	18.4925
comp24619_c0_seq1	231	81.3931	121	19.0524
comp25954_c0_seq1	275	114.501	67	7.4993
comp25875_c0_seq1	202	62.108	22	4.53971
comp25469_c0_seq1	220	73.7077	132	22.9517
comp25858_c0_seq1	351	179.149	0	0
comp25316_c0_seq1	321	152.817	33	2.76755
comp25188_c0_seq1	287	124.119	53	5.47258
comp24105_c0_seq1	340	169.442	48	3.63056
comp24531_c0_seq1	265	106.638	96	11.5375
comp24108_c0_seq1	250	95.2266	5	0.672922
comp24326_c0_seq1	353	180.961	189	13.3854
comp24738_c0_seq1	229	79.9954	0	0
comp25576_c0_seq1	306	139.989	0	0
comp24827_c0_seq1	322	153.683	120	10.0071
comp24881_c0_seq1	271	111.331	0	0
comp25661_c0_seq1	227	78.5593	40	6.52552
comp25400_c0_seq1	279	117.764	74	8.05328
comp25935_c0_seq1	254	98.2698	134	17.4758
comp25377_c0_seq1	296	131.512	1	0.0974517
comp24529_c0_seq1	382	206.985	31	1.91944
